"FEATURE_ID","RT","PEPMASS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","sample_blank_MeanIntensity","sample_full_mix_MeanIntensity","50MeOH_10570","50MeOH_10571","50MeOH_10572","FullMix_10574","FullMix_10577","FullMix_10580"
1094,368.92,370.30844,,,,ION=[M+Na]+,,,28911.21,9685.56,21555.21,145.47,0.00,28911.21,14038.84,22954.27,27672.51
1095,368.98,353.32966,,,,ION=[M+H-H2O]+,,,16903.68,4664.81,16099.19,5488.16,4655.05,3851.23,15079.04,16314.84,16903.68
1096,372.00,362.30310,,,,ION=[M+H]+,,,148535.83,122643.19,123499.23,120175.19,124926.05,122828.32,79222.76,148535.83,142739.09
1097,371.44,406.32923,,,,ION=[M+Na]+,,,183417.38,126923.72,126072.74,111166.09,92189.92,177415.14,100818.72,93982.14,183417.38
1098,372.04,407.36113,,,,ION=[M+H]+,,,200155.44,139709.22,154685.14,39566.29,179405.94,200155.44,79073.63,188798.36,196183.42
1099,372.21,340.25877,,,,ION=[M+H]+,,,78848.12,71015.84,63197.68,62237.89,71961.52,78848.12,49540.68,68765.52,71286.86
1100,371.96,379.32998,,,,ION=[M+H]+,,,120492.00,115406.46,116924.15,112673.41,119892.77,113653.20,120492.00,113945.20,116335.24
1101,371.75,194.11552,9.793,"Tetraethylene glycol","C8H18O5",ION=[M+H]+,,"112-60-7",61221.45,60132.11,54426.48,59836.89,59337.98,61221.45,59404.92,56180.17,47694.35
1102,371.88,150.08914,10.367,"Triethylene glycol","C6H14O4",ION=[M+H]+,,"112-27-6",84503.17,75804.13,73625.17,79512.25,74268.16,73631.96,84503.17,64331.37,72040.98
1103,374.67,462.12347,,,,ION=[M+H-H2O]+,,,36321.24,26279.79,14206.38,25195.86,27258.96,26384.54,2695.62,3602.27,36321.24
1104,376.51,296.23327,,,,ION=[M+H]+,,,23085.42,20703.91,17087.16,17165.14,23085.42,21861.16,16879.22,16387.03,17995.22
1105,375.14,318.27724,,,,ION=[M+H]+,,,67734.74,48374.06,54483.53,49999.50,47471.69,47650.99,67734.74,45278.57,50437.28
1106,377.19,351.31392,,,,ION=[M+Na]+,,,30639.22,15510.67,30298.37,18117.55,14527.60,13886.84,29937.37,30318.50,30639.22
1107,377.69,437.33503,,,,ION=[M+H]+,,,9544.94,7594.59,8778.16,3862.39,9376.44,9544.94,8072.45,8871.12,9390.91
1108,377.33,769.45712,,,,ION=[M+H]+,,,233698.22,65.56,216252.31,196.68,0.00,0.00,194363.30,220695.42,233698.22
1109,382.54,636.29777,,,,ION=[M+H]+,,,263970.06,243742.21,82441.06,217826.95,249429.63,263970.06,87062.06,78038.84,82222.28
1110,382.62,676.28994,,,,ION=[M+H]+,,,5085.90,4764.25,2028.68,5085.90,4751.57,4455.29,1782.01,2009.78,2294.24
1111,384.68,364.22499,,,,ION=[M+H]+,,,104566.88,121.59,100387.53,95.76,228.40,40.62,104566.88,98912.84,97682.88
1112,384.52,494.28775,,,,ION=[M+H-H2O]+,,,33625.80,5.86,33047.60,0.00,0.00,17.58,33121.33,33625.80,32395.65
1113,384.36,306.18340,,,,ION=[M+H]+,,,30538.18,2528.78,29086.78,4232.86,0.00,3353.47,30538.18,27668.39,29053.76
1114,385.35,668.32398,,,,ION=[M+Na]+,,,17447.18,2916.09,16731.32,2398.58,3392.45,2957.25,17302.06,17447.18,15444.71
1115,384.76,382.23521,,,,ION=[M+H]+,,,15684.88,55.25,15471.86,0.00,108.46,57.29,15506.22,15684.88,15224.49
1116,384.60,324.19385,15.581,"2-methyl-1-spiro[5,6-dihydroimidazo[1,2-a][1,4]benzodiazepine-4,4'-piperidine]-1'-ylpropan-1-one","C19H24N4O",ION=[M+H]+,,,5423.85,299.17,4950.87,518.31,206.58,172.62,4606.80,5423.85,4821.97
1117,384.92,82.04168,,,,ION=[M+H]+,,,8354.56,157.64,7605.22,282.56,76.02,114.35,8354.56,7330.17,7130.94
1118,385.37,344.24943,NA,"N-(2-butan-2-ylphenyl)-1-(2,2-dimethylpropanoyl)piperidine-4-carboxamide","C21H32N2O2",ION=[M+H]+,,,4315.60,3723.85,4111.55,3448.41,3806.32,3916.83,4315.60,4030.66,3988.38
1119,384.45,747.47597,9.493,"Clarithromycin","C38H69NO13",ION=[M+H]+,"C06912","81103-11-9",459182.47,330.28,438279.96,0.00,775.41,215.44,437628.84,418028.56,459182.47
1120,386.42,448.35413,,,,ION=[M+H]+,,,110037.02,38273.11,82184.13,37396.81,40746.45,36676.06,27251.85,109263.50,110037.02
1121,386.84,58.05289,,,,ION=[M+H]+,,,73464.97,59713.48,46669.58,38800.06,66875.42,73464.97,37346.11,54301.22,48361.42
1122,388.33,426.37074,41.558,"Dioctyl succinate","C26H50O4",ION=[M+H]+,,,20946.47,19260.52,5558.26,17743.67,20946.47,19091.42,16291.62,301.51,81.65
1123,387.32,525.42364,,,,ION=[M+H]+,,,324915.25,245589.84,95745.01,311033.13,324915.25,100821.13,109405.78,77642.06,100187.18
1124,388.97,194.11595,8.821,"Tetraethylene glycol","C8H18O5",ION=[M+H]+,,"112-60-7",70650.65,68864.11,65876.86,65538.30,70403.40,70650.65,65796.76,68584.47,63249.34
1125,392.51,376.31873,,,,ION=[M+Na]+,,,361821.75,339011.74,356110.98,320454.72,348119.22,348461.28,361821.75,352257.59,354253.59
1126,392.12,420.34480,,,,ION=[M+Na]+,,,465563.31,448272.96,461076.52,442232.19,449641.13,452945.56,465563.31,461310.41,456355.84
1127,392.61,332.29244,,,,ION=[M+Na]+,,,289277.59,204572.74,273659.58,139356.53,277272.44,197089.25,289277.59,271627.97,260073.19
1128,391.65,464.37117,,,,ION=[M+Na]+,,,227857.50,216509.43,221365.59,227857.50,209222.33,212448.45,224928.67,219224.97,219943.13
1129,391.03,508.39762,,,,ION=[M+Na]+,,,135050.97,121508.52,125211.90,135050.97,114245.41,115229.19,128401.16,124925.01,122309.55
1130,392.34,414.27519,52.764,"N-[3-(2-oxopyrrolidin-1-yl)propyl]-1-(4-piperidin-1-ylpyrimidin-5-yl)piperidine-4-carboxamide","C22H34N6O2",ION=[M+H]+,,,21691.16,16275.87,18837.13,11639.19,16797.52,20390.92,21691.16,19709.31,15110.92
1131,390.97,150.08929,11.941,"Triethylene glycol","C6H14O4",ION=[M+H]+,,"112-27-6",110147.52,105388.61,89723.40,104876.21,110147.52,101142.10,89624.59,91483.27,88062.34
1132,391.78,481.39768,,,,ION=[M+H]+,,,358295.56,252788.50,191153.35,189817.45,358295.56,210252.48,229908.89,343551.16,0.00
1133,391.25,525.42376,,,,ION=[M+H]+,,,231498.42,73299.44,224007.97,0.00,0.00,219898.31,231498.42,217565.34,222960.14
1134,397.72,402.29801,,,,ION=[M+Na]+,,,215428.91,203789.56,158629.72,180872.67,215428.91,215067.09,158768.59,155199.98,161920.59
1135,397.72,419.32451,,,,ION=[M+H]+,,,72113.17,68200.07,46814.98,68047.88,72113.17,64439.14,49192.57,47521.47,43730.89
1136,397.80,447.35586,,,,ION=[M+H]+,,,9066.29,8126.72,5160.37,7190.76,8123.11,9066.29,6645.97,3711.94,5123.20
1137,399.63,662.44608,,,,ION=[M+H]+,,,300739.19,184198.58,253492.85,146683.83,105172.72,300739.19,258184.58,256334.02,245959.95
1138,401.40,225.94454,,,,ION=[M+H]+,,,58933.07,56243.57,50755.19,51975.71,57821.93,58933.07,51567.64,50336.62,50361.30
1139,400.08,89.96930,,,,ION=[M+H]+,,,22076.91,11399.78,20486.45,2710.05,22076.91,9412.38,20960.02,21421.33,19078.02
1140,400.50,143.97486,,,,ION=[M+H]+,,,95593.05,69107.01,55592.85,95593.05,74170.51,37557.46,67037.00,55401.86,44339.68
1141,402.54,102.94780,,,,ION=[M+H]+,,,94883.30,82224.36,50994.86,94883.30,74961.95,76827.83,60127.55,52557.71,40299.32
1142,401.82,130.95437,,,,ION=[M+H]+,,,32774.98,27706.37,20057.12,32774.98,21438.99,28905.15,24966.47,19409.62,15795.27
1143,400.84,700.40251,,,,ION=[M+H]+,,,15801.38,14657.04,12201.21,13158.09,15011.67,15801.38,12488.49,12490.04,11625.09
1144,402.67,120.95911,,,,ION=[M+H]+,,,22812.16,8619.08,18857.69,7917.66,13444.54,4495.03,22812.16,17587.00,16173.89
1145,403.49,160.96228,,,,ION=[M+H-H2O]+,,,276998.38,264252.75,242542.52,276998.38,268872.13,246887.75,233640.50,247265.66,246721.39
1146,403.79,45.99447,,,,ION=[M+K]+,,,79080.94,74400.21,69363.07,67764.69,76355.02,79080.94,69183.68,73076.80,65828.72
1147,403.45,201.98908,,,,ION=[M+H-H2O]+,,,109928.81,106765.29,95405.65,109928.81,108974.26,101392.80,95747.05,96783.78,93686.11
1148,403.54,116.97252,,,,ION=[M+H-H2O]+,,,40274.76,38291.25,36742.37,37821.08,40274.76,36777.92,37593.29,37960.20,34673.62
1149,403.67,106.00542,,,,ION=[M+H-H2O]+,,,132914.92,122137.95,37387.28,121608.50,132914.92,111890.44,0.00,112161.84,0.00
1150,403.58,115.96449,,,,ION=[M+H-H2O]+,,,27533.27,26654.05,24689.74,27533.27,27468.78,24960.10,24601.61,26168.93,23298.69
1151,403.41,590.41457,,,,ION=[M+H+H]2+,,,24619.34,13580.45,20152.74,16438.04,16735.34,7567.97,24619.34,14052.61,21786.29
1152,403.78,17.99971,,,,ION=[M+K]+,,,29911.17,26792.21,27319.33,23488.74,29633.20,27254.69,26904.76,29911.17,25142.06
1153,403.54,74.93785,,,,ION=[M+H-H2O]+,,,25851.19,25205.68,24747.21,25505.03,25851.19,24260.81,24882.69,24510.26,24848.68
1154,404.07,306.89268,,,,ION=[M+H-H2O]+,,,16237.70,15513.99,12896.56,14486.06,16237.70,15818.22,12832.72,13666.36,12190.61
1155,403.84,161.96045,,,,ION=[M+H-H2O]+,,,25759.74,21762.82,24475.83,21771.89,20032.40,23484.17,25759.74,22572.72,25095.02
1156,403.56,308.89300,,,,ION=[M+H-H2O]+,,,17622.23,15397.25,15665.71,14486.06,17622.23,14083.47,17268.77,13421.42,16306.94
1157,403.89,117.97134,,,,ION=[M+Na]+,,,11702.75,10834.56,9492.27,11702.75,9940.07,10860.86,9158.90,9619.34,9698.57
1158,403.57,117.96006,,,,ION=[M+H-H2O]+,,,12837.78,12202.37,11382.90,12837.78,12640.47,11128.86,11718.46,10676.99,11753.24
1159,403.77,242.87676,,,,ION=[M+Na]+,,,6281.75,4919.85,5698.64,4042.29,4636.69,6080.57,6281.75,5546.62,5267.55
1160,403.62,280.89799,,,,ION=[M+H-H2O]+,,,9486.67,9234.76,8783.80,8833.65,9383.96,9486.67,9029.91,8997.16,8324.35
1161,404.03,247.89345,,,,ION=[M+H-H2O]+,,,7768.27,5864.87,4554.18,5371.09,7768.27,4455.24,5096.59,4307.15,4258.81
1162,403.99,307.89031,,,,ION=[M+H-H2O]+,,,8320.82,6656.69,5629.99,5728.68,5920.57,8320.82,6075.07,6285.43,4529.47
1163,404.23,330.90840,,,,ION=[M+H]+,,,6086.45,5672.14,3789.25,6086.45,5757.58,5172.40,4118.87,4127.82,3121.06
1164,403.54,319.90052,,,,ION=[M+H-H2O]+,,,5219.51,4552.51,5016.86,4659.88,4321.57,4676.08,5219.51,4965.18,4865.90
1165,403.59,89.01446,,,,ION=[M+K]+,,,6338.09,5806.11,5510.91,5352.24,6213.68,5852.42,4497.32,6338.09,5697.32
1166,403.62,138.98040,,,,ION=[M+H]+,,,24937.96,23779.56,21740.96,24293.95,24937.96,22106.78,24191.35,20487.56,20543.98
1167,403.25,178.97283,,,,ION=[M+H]+,,,6334.99,4671.99,3107.52,3304.35,6334.99,4376.62,3888.05,2676.28,2758.24
1168,404.45,282.86896,,,,ION=[M+H]+,,,6015.22,4792.65,4870.01,4082.29,4280.43,6015.22,5921.60,3687.82,5000.60
1169,403.70,287.88518,,,,ION=[M+H]+,,,6636.86,5031.05,5440.06,6391.45,6636.86,2064.84,5913.96,5627.76,4778.45
1170,403.95,119.99959,,,,ION=[M+H+H]2+,,,31805.06,30566.04,29850.47,30106.91,31805.06,29786.14,28618.04,30126.48,30806.90
1171,404.19,108.97126,,,,ION=[M+H]+,,,3615.68,2591.94,2233.38,1998.16,2888.65,2889.02,3084.45,0.00,3615.68
1172,404.44,305.88468,,,,ION=[M+H]+,,,10284.51,8823.09,8583.44,8862.06,7322.70,10284.51,8194.23,9067.40,8488.70
1173,403.80,80.02580,,,,ION=[M+H]+,,,5112.33,3553.51,4707.78,2808.80,4480.35,3371.37,4434.50,5112.33,4576.50
1174,403.50,155.98319,,,,ION=[M+H+H]2+,,,175520.66,109674.86,166793.56,0.00,175024.31,154000.28,175520.66,163495.92,161364.11
1175,403.54,139.98830,15.871,"Phosphonoacetate","C2H5O5P",ION=[M+H]+,"C05682","4408-78-0",32064.50,30744.27,27040.72,32064.50,30288.13,29880.18,28432.23,25823.40,26866.53
1176,403.00,283.90373,,,,ION=[M+H]+,,,3993.81,2653.00,3213.52,3408.86,2100.61,2449.53,3077.66,3993.81,2569.09
1177,403.95,114.99423,,,,ION=[M+H+H]2+,,,24171.61,7398.29,22125.33,0.00,22194.87,0.00,19520.29,24171.61,22684.11
1178,403.28,63.00812,,,,ION=[M+H]+,,,7693.18,7271.60,6240.68,7428.33,6693.30,7693.18,6572.73,6046.52,6102.80
1179,404.30,278.89749,,,,ION=[M+H]+,,,8093.28,2378.91,7367.93,0.00,7136.74,0.00,8093.28,7242.30,6768.21
1180,403.71,139.96812,,,,ION=[M+H]+,,,9801.04,9279.59,8518.18,9300.69,9801.04,8737.03,9178.25,8246.34,8129.95
1181,403.79,124.97880,,,,ION=[M+H]+,,,19874.20,19066.75,18053.46,17787.93,19538.12,19874.20,18470.09,19126.76,16563.52
1182,403.69,117.07920,4.504,"Betaine","C5H11NO2",ION=[M+H]+,"C00719","590-46-5",186339.73,65338.54,173111.30,0.00,9675.89,186339.73,161404.28,173899.61,184030.00
1183,404.35,181.95472,,,,ION=[M+H]+,,,53566.16,44979.91,51313.48,43939.17,40872.55,50128.00,53566.16,50334.04,50040.25
1184,403.75,68.98646,,,,ION=[M+H]+,,,4995.68,4440.60,2712.85,4995.68,3690.33,4635.80,3447.46,4691.09,0.00
1185,403.77,157.97854,,,,ION=[M+H+H]2+,,,62478.24,38543.19,57196.54,62478.24,0.00,53151.32,59336.05,56571.17,55682.41
1186,403.69,65.01137,,,,ION=[M+H]+,,,1544.12,1143.33,1174.16,546.48,1516.69,1366.82,1544.12,1039.57,938.78
1187,403.59,265.88220,,,,ION=[M+H]+,,,2494.81,1892.85,2172.09,1629.21,2011.31,2038.03,1865.52,2494.81,2155.94
1188,403.95,78.97340,,,,ION=[M+H+H]2+,,,5270.56,1633.64,4664.60,0.00,4900.91,0.00,5270.56,4288.12,4435.12
1189,404.19,748.50921,14.569,"Azithromycin","C38H72N2O12",ION=[M+H+H]2+,"C06838","83905-01-5",831519.63,566301.77,251355.04,831519.63,511571.56,355814.13,293747.41,222547.11,237770.59
1190,403.62,263.88613,,,,ION=[M+H]+,,,3017.52,2506.01,2768.34,2381.40,2496.92,2639.73,2750.60,2536.92,3017.52
1191,403.79,452.77772,,,,ION=[M+H]+,,,19771.72,11975.89,9853.59,2356.81,16533.51,17037.34,4224.75,19771.72,5564.31
1192,403.78,470.78844,,,,ION=[M+H]+,,,13210.88,2144.29,6319.24,1515.10,2071.49,2846.28,2512.30,3234.55,13210.88
1193,403.54,125.96009,,,,ION=[M+H]+,,,11098.38,8929.72,9288.33,10723.16,7759.82,8306.20,11098.38,8468.44,8298.18
1194,404.77,152.95161,,,,ION=[M+H]+,,,11648.90,10874.86,8961.14,11648.90,10256.56,10719.10,10923.59,6023.40,9936.42
1195,403.63,97.99904,,,,ION=[M+H]+,,,14126.24,8876.57,13954.42,0.00,13353.40,13276.30,14126.24,13771.38,13965.65
1196,403.28,748.50756,17.192,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,81147.33,18369.01,76483.03,26611.23,18108.02,10387.78,80878.42,81147.33,67423.34
1197,404.70,94.00446,,,,ION=[M+H]+,,,5368.74,2506.49,4508.58,0.00,5368.74,2150.74,4479.72,5094.73,3951.30
1198,403.03,139.06095,,,,ION=[M+H]+,,,2289.15,1839.45,1675.37,2285.20,1103.92,2129.24,1396.66,2289.15,1340.31
1199,403.61,293.87691,,,,ION=[M+H]+,,,3761.48,3339.42,2812.91,2644.85,3761.48,3611.95,3196.41,2478.55,2763.77
1200,403.60,137.97279,,,,ION=[M+H]+,,,25886.33,15930.25,21784.22,0.00,21904.43,25886.33,23320.44,20278.31,21753.91
1201,403.35,260.88801,,,,ION=[M+H]+,,,13085.32,11471.39,9999.51,11304.60,10024.25,13085.32,11298.17,10025.95,8674.40
1202,403.82,82.04208,,,,ION=[M+H]+,,,12513.57,9221.92,5271.32,12513.57,10540.83,4611.36,4554.57,5241.25,6018.15
1203,404.03,80.98818,,,,ION=[M+H]+,,,5466.10,4686.14,1769.44,4866.10,3726.21,5466.10,5308.33,0.00,0.00
1204,404.28,41.02645,,,,ION=[M+H]+,,,1525528.38,1312025.44,711059.75,1427963.38,1525528.38,982584.56,868434.75,610938.13,653806.38
1205,404.44,199.96536,,,,ION=[M+H]+,,,38367.64,33568.13,25925.40,38367.64,33702.86,28633.90,29340.84,23380.81,25054.55
1206,404.44,277.89026,,,,ION=[M+H]+,,,20857.64,18499.74,13562.63,17992.71,16648.86,20857.64,14347.60,12536.33,13803.97
1207,404.52,259.88022,,,,ION=[M+H]+,,,10992.97,8215.85,8960.45,10020.81,3633.77,10992.97,7826.19,10173.97,8881.20
1208,406.07,158.96185,,,,ION=[M+H-H2O]+,,,720758.88,543581.82,501766.68,276247.78,720758.88,633738.81,635026.63,427323.91,442949.50
1209,405.83,304.89232,,,,ION=[M+H-H2O]+,,,57581.37,55291.43,39937.93,57581.37,56411.48,51881.45,46938.96,41305.46,31569.37
1210,405.45,263.86593,,,,ION=[M+H-H2O]+,,,26702.41,24911.66,19188.59,26356.65,26702.41,21675.92,22908.83,16813.92,17843.02
1211,404.77,75.99371,,,,ION=[M+H]+,,,35277.68,30034.94,23194.05,35277.68,32618.63,22208.52,26435.73,22090.09,21056.31
1212,405.52,112.95629,,,,ION=[M+H]+,,,188458.17,146665.62,130162.47,188458.17,131660.80,119877.90,111123.52,112668.95,166694.94
1213,404.85,298.88201,,,,ION=[M+H]+,,,11520.25,10544.54,10393.78,9110.09,11003.28,11520.25,9836.32,10359.55,10985.47
1214,404.83,271.89496,,,,ION=[M+H]+,,,7175.42,6412.07,5510.77,6702.13,7175.42,5358.65,6803.80,4284.97,5443.53
1215,404.89,96.96124,,,,ION=[M+H]+,,,109703.45,102332.64,21536.49,109703.45,106303.63,90990.84,0.00,0.00,64609.46
1216,404.94,88.49920,,,,ION=[M+H]+,,,93678.88,82803.68,70058.92,80465.02,93678.88,74267.13,84138.92,66535.28,59502.57
1217,405.87,138.95587,,,,ION=[M+H]+,,,46207.52,43177.44,34963.56,46207.52,44538.30,38786.52,39858.00,37578.04,27454.64
1218,407.60,275.88982,,,,ION=[M+H]+,,,71896.84,70083.01,65211.66,66863.03,71896.84,71489.16,66804.54,65642.17,63188.27
1219,404.69,153.95958,,,,ION=[M+H]+,,,45457.89,43070.78,39786.05,41394.91,42359.54,45457.89,45192.75,36393.37,37772.03
1220,405.88,71.92959,,,,ION=[M+H]+,,,162783.33,107242.88,80668.05,46284.82,162783.33,112660.50,102472.12,69075.97,70456.06
1221,404.77,153.98276,,,,ION=[M+H+H]2+,,,483314.25,375604.02,350685.40,271802.22,483314.25,371695.59,412907.38,318639.94,320508.88
1222,405.24,135.97226,,,,ION=[M+H+H]2+,,,48829.18,44284.18,19703.35,48829.18,46124.69,37898.66,0.00,28669.20,30440.84
1223,405.19,107.95388,,,,ION=[M+H]+,,,33333.25,27368.28,21451.66,27068.84,33333.25,21702.76,24725.49,19363.84,20265.64
1224,404.79,177.98338,,,,ION=[M+H]+,,,14068.25,7663.09,9263.66,0.00,14068.25,8921.01,11153.41,7223.98,9413.61
1225,405.10,124.95666,,,,ION=[M+H]+,,,22398.43,14101.17,13753.85,0.00,22398.43,19905.08,16019.17,10620.50,14621.88
1226,405.45,181.97800,,,,ION=[M+H]+,,,45734.83,42055.98,38383.93,45734.83,42474.81,37958.29,40547.41,38175.63,36428.76
1227,406.36,280.86861,,,,ION=[M+H]+,,,34075.41,28774.39,20055.95,34075.41,31786.39,20461.37,20589.92,20420.49,19157.45
1228,406.07,303.88467,,,,ION=[M+H]+,,,19182.36,11713.44,16630.03,8978.61,6979.34,19182.36,17835.63,17726.73,14327.72
1229,405.24,42.02980,,,,ION=[M+H]+,,,38598.57,33264.51,8972.76,35895.37,38598.57,25299.59,4343.46,11590.48,10984.33
1230,405.45,171.96995,,,,ION=[M+H]+,,,36762.91,24200.38,16345.17,26990.64,26224.73,19385.79,0.00,36762.91,12272.61
1231,405.83,156.99565,,,,ION=[M+H]+,,,101929.61,54788.25,29626.30,101929.61,16338.43,46096.70,20090.23,32724.63,36064.05
1232,407.34,257.87874,,,,ION=[M+H]+,,,114638.23,71872.25,58303.36,15929.77,114638.23,85048.77,97329.51,33668.03,43912.55
1233,406.75,262.85727,,,,ION=[M+H]+,,,41491.07,15366.49,26249.37,5241.18,17229.80,23628.48,21875.23,41491.07,15381.79
1234,408.61,129.95900,,,,ION=[M+H]+,,,208924.59,11570.65,142893.33,34711.96,0.00,0.00,72106.79,147648.59,208924.59
1235,409.38,144.46074,,,,ION=[M+H]+,,,48808.63,28899.02,46707.76,11375.08,35626.20,39695.78,45676.06,45638.57,48808.63
1236,408.21,146.96326,,,,ION=[M+H]+,,,18804.09,17930.18,11365.06,17364.40,17622.04,18804.09,10196.22,7774.79,16124.17
1237,408.44,126.44977,,,,ION=[M+H]+,,,61880.81,52871.49,32612.89,56006.15,61880.81,40727.51,41495.32,56343.34,0.00
1238,409.76,129.00052,,,,ION=[M+H]+,,,76505.94,36705.97,26608.66,6086.83,76505.94,27525.15,15461.53,2543.80,61820.65
1239,409.77,425.79063,,,,ION=[M+H]+,,,19001.90,17833.58,16340.47,17109.19,17389.66,19001.90,17384.47,17343.61,14293.34
1240,410.69,261.85032,,,,ION=[M+H]+,,,60591.79,12229.88,48041.03,0.00,2223.30,34466.33,23235.92,60591.79,60295.39
1241,411.00,270.91023,,,,ION=[M+H+H]2+,,,66103.21,43328.72,17185.77,66103.21,52458.07,11424.89,45133.32,6423.99,0.00
1242,411.00,88.93240,,,,ION=[M+H]+,,,27819.15,23714.04,17792.27,25620.00,27819.15,17702.96,16113.33,27592.42,9671.06
1243,412.78,274.88180,,,,ION=[M+H]+,,,84303.88,70651.52,79775.58,71287.08,79614.06,61053.42,75828.50,84303.88,79194.38
1244,411.33,407.78008,,,,ION=[M+H]+,,,26482.52,25171.44,25033.84,23168.51,25863.28,26482.52,25552.81,24595.30,24953.40
1245,411.46,155.95874,,,,ION=[M+H]+,,,90024.53,26754.13,44021.66,23567.84,13421.94,43272.59,32681.02,9359.42,90024.53
1246,412.24,70.92189,,,,ION=[M+H]+,,,54699.76,48603.76,38549.75,51813.84,54699.76,39297.69,30416.78,35440.46,49792.01
1247,412.98,302.87649,,,,ION=[M+H]+,,,144266.06,118500.70,112586.05,106353.47,130146.60,119002.02,57023.36,136468.73,144266.06
1248,412.75,116.92717,,,,ION=[M+H]+,,,107711.03,61246.33,61909.91,107711.03,13483.93,62544.02,48198.07,98602.02,38929.64
1249,413.40,95.95324,,,,ION=[M+H]+,,,63295.75,49059.29,36001.59,51084.11,63295.75,32798.02,24803.46,62950.41,20250.91
1250,414.21,111.94807,,,,ION=[M+H]+,,,176649.95,147720.10,111035.95,158032.81,176649.95,108477.53,164745.89,168361.97,0.00
1251,415.76,157.95421,,,,ION=[M+H]+,,,1386120.50,1096368.15,909201.54,1205008.50,1386120.50,697975.44,533792.63,1108759.38,1085052.63
1252,415.85,207.93709,,,,ION=[M+H]+,,,58385.43,15476.60,51862.89,11694.04,6965.03,27770.74,48492.77,58385.43,48710.46
1253,415.93,185.94906,,,,ION=[M+H]+,,,225003.09,156671.45,99397.60,225003.09,58352.09,186659.17,158603.27,84054.13,55535.42
1254,416.07,129.95901,,,,ION=[M+H]+,,,264665.81,230591.56,211565.38,168280.25,264665.81,258828.61,229460.00,187734.63,217501.50
1255,416.86,155.95891,,,,ION=[M+H]+,,,86078.62,48891.13,32244.84,53237.25,86078.62,7357.53,0.00,85704.30,11030.22
1256,417.84,225.94797,,,,ION=[M+H]+,,,40444.00,22103.23,19553.50,6695.79,40103.37,19510.52,12116.65,40444.00,6099.83
1257,417.91,147.96996,,,,ION=[M+H]+,,,200161.63,166010.54,182031.17,182087.61,200161.63,115782.39,175498.75,181823.36,188771.41
1258,418.51,279.86050,,,,ION=[M+H]+,,,57902.09,45389.40,36579.81,47922.51,53645.59,34600.11,57902.09,43087.96,8749.40
1259,421.60,258.88737,,,,ION=[M+H-H2O]+,,,46642.71,38079.66,40954.61,46642.71,44577.70,23018.57,40485.21,41501.13,40877.48
1260,421.26,262.85852,,,,ION=[M+H]+,,,44134.49,22845.14,16316.88,17288.48,44134.49,7112.44,18869.55,19124.01,10957.08
1261,421.78,212.88201,,,,ION=[M+H]+,,,5738.27,4619.09,5099.78,5738.27,4975.45,3143.55,5267.41,4954.48,5077.47
1262,421.68,216.85306,,,,ION=[M+H]+,,,5479.37,3930.83,5122.36,4140.54,4965.67,2686.28,4986.85,4900.85,5479.37
1263,421.83,369.82863,,,,ION=[M+H]+,,,9571.85,8231.31,8847.11,8416.87,9554.52,6722.55,7793.78,9175.69,9571.85
1264,421.77,252.90082,,,,ION=[M+H]+,,,5517.22,3698.89,4694.88,4405.02,4036.51,2655.12,4579.62,5517.22,3987.78
1265,421.07,257.88005,,,,ION=[M+H]+,,,106795.91,45854.87,68848.71,106795.91,21520.18,9248.53,19361.81,97195.83,89988.50
1266,421.96,285.87458,,,,ION=[M+H]+,,,6046.50,2612.26,5349.64,0.00,6046.50,1790.28,5534.43,5154.74,5359.76
1267,422.60,134.93806,,,,ION=[M+H]+,,,43026.97,26066.81,26084.54,35173.45,43026.97,0.00,4358.54,40523.86,33371.22
1268,422.66,227.92779,,,,ION=[M+H+H]2+,,,82680.33,28723.80,47162.62,76469.52,6066.18,3635.69,82680.33,8325.46,50482.06
1269,422.99,175.96492,,,,ION=[M+H]+,,,285909.22,224563.08,274951.24,249334.92,281857.91,142496.41,266564.53,272379.97,285909.22
1270,423.00,60.02079,,,,ION=[M+H]+,,,109092.45,58425.87,53330.27,73413.80,96285.54,5578.27,18274.99,109092.45,32623.36
1271,425.35,185.94904,,,,ION=[M+H]+,,,313982.63,130917.93,135968.88,83749.68,299216.25,9787.86,0.00,313982.63,93924.01
1272,425.86,129.95895,,,,ION=[M+H]+,,,297106.38,145327.01,175863.61,113867.34,297106.38,25007.33,232900.64,83150.79,211539.39
1273,426.21,140.95121,,,,ION=[M+H]+,,,357693.53,247855.64,314143.64,270655.88,270826.88,202084.16,340289.13,244448.27,357693.53
1274,426.54,144.92215,,,,ION=[M+H]+,,,253803.97,149663.95,106974.95,189505.81,253803.97,5682.08,35455.63,251544.63,33924.61
1275,428.78,253.94180,,,,ION=[M+H-H2O]+,,,101686.62,68316.37,47792.46,70893.87,100240.23,33815.00,31953.40,101686.62,9737.37
1276,428.42,180.94327,,,,ION=[M+H]+,,,67007.90,39832.79,21157.51,50967.71,67007.90,1522.76,5019.18,49844.39,8608.95
1277,427.63,162.93320,,,,ION=[M+H]+,,,116336.05,68506.52,50238.82,86322.55,116336.05,2860.98,31327.01,112524.92,6864.54
